Ano;Mês;CLIENTE;RECEITA;PESO;Classificação;Data;Semestre;Peso Total por Semestre;Receita Total por Semestre;Total de Compras;Cliente que Mais Comprou;Peso Total Transportado;Perfil Cliente;Variação Receita;Cliente Retido
2020;dezembro;Cliente 837;644.0;135.0;FRACIONADO;;;;;9;Cliente 1460;316.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 837;375.0;32.0;FRACIONADO;;;;;9;Cliente 1460;316.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 837;207.0;34.0;FRACIONADO;;;;;9;Cliente 1460;316.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 837;387.0;14.0;FRACIONADO;;;;;9;Cliente 1460;316.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 838;405.0;110.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 838;1242.0;363.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 838;569.0;202.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 838;203.0;14.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 838;381.0;140.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 838;348.0;84.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 838;195.0;75.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 838;635.0;194.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 838;1710.0;661.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 838;1111.0;552.0;FRACIONADO;;;;;18;Cliente 1460;3995.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 839;91.0;37.0;FRACIONADO;;;;;16;Cliente 1460;375.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 839;123.0;8.0;FRACIONADO;;;;;16;Cliente 1460;375.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 839;72.0;7.0;FRACIONADO;;;;;16;Cliente 1460;375.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 839;142.0;11.0;FRACIONADO;;;;;16;Cliente 1460;375.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 839;96.0;31.0;FRACIONADO;;;;;16;Cliente 1460;375.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 840;114.0;12.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 840;33.0;12.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 840;79.0;35.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 840;108.0;25.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 840;63.0;14.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 840;82.0;18.0;FRACIONADO;;;;;6;Cliente 1460;116.0;Sazonal;-79.37816207898645;0
2020;fevereiro;Cliente 841;39.0;20.0;FRACIONADO;;;;;23;Cliente 1460;2132.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 841;134.0;150.0;FRACIONADO;;;;;23;Cliente 1460;2132.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 842;74.0;15.0;FRACIONADO;;;;;5;Cliente 1460;596.0;Sazonal;-21.27869724576852;0
2021;março;Cliente 842;83.0;30.0;FRACIONADO;;;;;5;Cliente 1460;596.0;Sazonal;-79.37816207898645;0
2020;maio;Cliente 843;86.0;20.0;FRACIONADO;;;;;1;Cliente 1460;20.0;Único;-21.27869724576852;0
2020;janeiro;Cliente 844;288.0;205.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 844;57.0;40.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 844;226.0;95.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 844;53.0;20.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 844;99.0;30.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 844;56.0;33.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 844;48.0;40.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 844;108.0;31.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 844;51.0;40.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 844;56.0;15.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 844;215.0;190.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 844;109.0;45.0;FRACIONADO;;;;;19;Cliente 1460;1154.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 845;176.0;1.0;FRACIONADO;;;;;2;Cliente 1460;31.0;Sazonal;-79.37816207898645;0
2020;julho;Cliente 846;166.0;10.0;FRACIONADO;;;;;8;Cliente 1460;813.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 847;45.0;2.0;FRACIONADO;;;;;13;Cliente 1460;82.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 847;52.0;3.0;FRACIONADO;;;;;13;Cliente 1460;82.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 848;81.0;3.0;FRACIONADO;;;;;8;Cliente 1460;455.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 849;142.0;54.0;FRACIONADO;;;;;14;Cliente 1460;1051.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 849;81.0;3.0;FRACIONADO;;;;;14;Cliente 1460;1051.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 850;534.0;338.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 850;287.0;188.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;março;Cliente 850;619.0;344.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 850;746.0;347.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 850;853.0;552.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 850;568.0;334.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 850;580.0;346.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 850;1011.0;575.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 850;665.0;346.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 850;401.0;164.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 850;371.0;168.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 850;53.0;18.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 850;77.0;40.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 850;56.0;25.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-79.37816207898645;1
2021;março;Cliente 850;152.0;58.0;FRACIONADO;;;;;63;Cliente 1460;11676.0;Frequente;-79.37816207898645;1
2020;novembro;Cliente 851;49.0;25.0;FRACIONADO;;;;;2;Cliente 1460;58.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 852;91.0;40.0;FRACIONADO;;;;;2;Cliente 1460;48.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 853;98.0;1.0;FRACIONADO;;;;;3;Cliente 1460;6.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 853;305.0;4.0;FRACIONADO;;;;;3;Cliente 1460;6.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 853;154.0;1.0;FRACIONADO;;;;;3;Cliente 1460;6.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 854;71.0;2.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 854;72.0;3.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 854;72.0;1.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 854;296.0;76.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 854;76.0;0.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-79.37816207898645;1
2021;março;Cliente 854;78.0;4.0;FRACIONADO;;;;;26;Cliente 1460;685.0;Frequente;-79.37816207898645;1
2020;março;Cliente 855;160.0;215.0;FRACIONADO;;;;;9;Cliente 1460;335.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 855;82.0;20.0;FRACIONADO;;;;;9;Cliente 1460;335.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 855;48.0;10.0;FRACIONADO;;;;;9;Cliente 1460;335.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 855;48.0;32.0;FRACIONADO;;;;;9;Cliente 1460;335.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 855;46.0;8.0;FRACIONADO;;;;;9;Cliente 1460;335.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 856;100.0;50.0;FRACIONADO;;;;;3;Cliente 1460;85.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 857;59.0;3.0;FRACIONADO;;;;;16;Cliente 1460;1881.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 857;155.0;147.0;FRACIONADO;;;;;16;Cliente 1460;1881.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 857;68.0;100.0;FRACIONADO;;;;;16;Cliente 1460;1881.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 858;77.0;100.0;FRACIONADO;;;;;29;Cliente 1460;3504.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 858;375.0;254.0;FRACIONADO;;;;;29;Cliente 1460;3504.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 858;43.0;18.0;FRACIONADO;;;;;29;Cliente 1460;3504.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 859;229.0;155.0;FRACIONADO;;;;;8;Cliente 1460;504.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 859;86.0;1.0;FRACIONADO;;;;;8;Cliente 1460;504.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 859;154.0;59.0;FRACIONADO;;;;;8;Cliente 1460;504.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 860;47.0;3.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 860;94.0;18.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;março;Cliente 860;46.0;5.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 860;46.0;10.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 860;48.0;3.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 860;94.0;12.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 860;98.0;29.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 860;50.0;17.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 860;51.0;9.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 860;52.0;9.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-79.37816207898645;1
2021;março;Cliente 860;54.0;1.0;FRACIONADO;;;;;50;Cliente 1460;1012.0;Frequente;-79.37816207898645;1
2020;maio;Cliente 861;169.0;30.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 861;63.0;10.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 861;135.0;30.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 861;137.0;40.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 861;123.0;35.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 861;58.0;3.0;FRACIONADO;;;;;10;Cliente 1460;206.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 862;301.0;2.0;FRACIONADO;;;;;1;Cliente 1460;2.0;Único;-21.27869724576852;0
2020;novembro;Cliente 863;63.0;140.0;FRACIONADO;;;;;2;Cliente 1460;150.0;Sazonal;-21.27869724576852;0
2021;março;Cliente 863;57.0;10.0;FRACIONADO;;;;;2;Cliente 1460;150.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 864;120.0;157.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 864;222.0;358.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 864;80.0;54.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 864;132.0;126.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 864;48.0;44.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 864;103.0;140.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 864;154.0;199.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 864;106.0;68.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 864;86.0;130.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 864;39.0;10.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 864;115.0;92.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 864;342.0;530.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 864;266.0;360.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 864;346.0;487.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 864;36.0;14.0;FRACIONADO;;;;;19;Cliente 1460;3218.0;Sazonal;-79.37816207898645;0
2020;maio;Cliente 865;78.0;45.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 865;100.0;50.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 865;362.0;102.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 865;231.0;140.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 865;81.0;40.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 865;173.0;90.0;FRACIONADO;;;;;12;Cliente 1460;699.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 866;58.0;68.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 866;406.0;789.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;março;Cliente 866;59.0;62.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 866;189.0;245.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 866;55.0;50.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 866;116.0;221.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 866;90.0;173.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 866;65.0;117.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 866;65.0;116.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 866;249.0;476.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 866;100.0;165.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-79.37816207898645;1
2021;março;Cliente 866;61.0;85.0;FRACIONADO;;;;;28;Cliente 1460;5665.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 867;627.0;1210.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 867;583.0;536.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;março;Cliente 867;494.0;565.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 867;577.0;837.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 867;744.0;1326.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 867;341.0;473.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 867;974.0;1797.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 867;491.0;860.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 867;569.0;818.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 867;115.0;174.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 867;214.0;374.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 867;56.0;97.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 867;125.0;201.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 867;135.0;239.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-79.37816207898645;1
2021;março;Cliente 867;357.0;530.0;FRACIONADO;;;;;51;Cliente 1460;34695.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 868;891.0;913.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 868;1157.0;1098.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 868;3521.0;2958.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 868;2951.0;2737.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 868;1343.0;1118.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 868;1513.0;1036.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 868;1809.0;1416.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 868;1526.0;1182.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 868;2159.0;2136.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 868;1787.0;1568.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 868;1057.0;994.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 868;1463.0;1135.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 868;180.0;139.0;FRACIONADO;;;;;16;Cliente 1460;20955.0;Sazonal;-79.37816207898645;0
2020;junho;Cliente 869;153.0;7.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 869;240.0;4.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 869;30.0;0.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 869;90.0;21.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 869;60.0;1.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 869;30.0;0.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 869;107.0;10.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 869;156.0;2.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 869;33.0;0.0;FRACIONADO;;;;;9;Cliente 1460;45.0;Sazonal;-79.37816207898645;0
2021;janeiro;Cliente 870;92.0;20.0;FRACIONADO;;;;;3;Cliente 1460;31.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 871;435.0;71.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 871;291.0;61.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;março;Cliente 871;317.0;91.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 871;38.0;6.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 871;160.0;23.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 871;81.0;11.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 871;82.0;23.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 871;164.0;36.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 871;449.0;173.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 871;338.0;82.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 871;50.0;25.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 871;42.0;4.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-79.37816207898645;1
2021;março;Cliente 871;95.0;22.0;FRACIONADO;;;;;60;Cliente 1460;2804.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 872;46.0;6.0;FRACIONADO;;;;;22;Cliente 1460;322.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 872;113.0;12.0;FRACIONADO;;;;;22;Cliente 1460;322.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 872;38.0;3.0;FRACIONADO;;;;;22;Cliente 1460;322.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 872;75.0;7.0;FRACIONADO;;;;;22;Cliente 1460;322.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 872;124.0;10.0;FRACIONADO;;;;;22;Cliente 1460;322.0;Frequente;-79.37816207898645;1
2020;fevereiro;Cliente 873;98.0;25.0;FRACIONADO;;;;;16;Cliente 1460;650.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 873;86.0;10.0;FRACIONADO;;;;;16;Cliente 1460;650.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 874;159.0;15.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 874;1408.0;95.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;março;Cliente 874;1186.0;69.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 874;59.0;7.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 874;243.0;70.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 874;223.0;3.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 874;710.0;25.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 874;403.0;12.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 874;586.0;426.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 874;882.0;49.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 874;410.0;46.0;FRACIONADO;;;;;62;Cliente 1460;4575.0;Frequente;-21.27869724576852;1
