Ano;Mês;CLIENTE;RECEITA;PESO;Classificação
2019;novembro;Clinte 1322;R$ 988;404;FRACIONADO
2019;dezembro;Clinte 1322;R$ 375;136;FRACIONADO
2018;junho;Clinte 1323;R$ 49;3;FRACIONADO
2019;fevereiro;Clinte 1323;R$ 61;5;FRACIONADO
2019;março;Clinte 1323;R$ 109;10;FRACIONADO
2019;outubro;Clinte 1323;R$ 89;3;FRACIONADO
2019;dezembro;Clinte 1323;R$ 76;5;FRACIONADO
2018;fevereiro;Clinte 1324;R$ 45;1;FRACIONADO
2018;junho;Clinte 1324;R$ 44;30;FRACIONADO
2018;julho;Clinte 1324;R$ 41;12;FRACIONADO
2018;agosto;Clinte 1324;R$ 40;4;FRACIONADO
2018;setembro;Clinte 1324;R$ 104;25;FRACIONADO
2018;outubro;Clinte 1324;R$ 113;35;FRACIONADO
2018;dezembro;Clinte 1324;R$ 33;3;FRACIONADO
2019;janeiro;Clinte 1324;R$ 179;54;FRACIONADO
2019;fevereiro;Clinte 1324;R$ 112;40;FRACIONADO
2019;março;Clinte 1324;R$ 332;178;FRACIONADO
2019;abril;Clinte 1324;R$ 156;13;FRACIONADO
2019;maio;Clinte 1324;R$ 220;19;FRACIONADO
2019;junho;Clinte 1324;R$ 148;20;FRACIONADO
2019;julho;Clinte 1324;R$ 328;125;FRACIONADO
2019;agosto;Clinte 1324;R$ 88;15;FRACIONADO
2019;setembro;Clinte 1324;R$ 33;0;FRACIONADO
2019;outubro;Clinte 1324;R$ 218;107;FRACIONADO
2019;novembro;Clinte 1324;R$ 117;10;FRACIONADO
2019;dezembro;Clinte 1324;R$ 306;37;FRACIONADO
2018;janeiro;Clinte 2554;R$ 37;20;FRACIONADO
2018;junho;Clinte 2554;R$ 130;100;FRACIONADO
2018;outubro;Clinte 2554;R$ 115;50;FRACIONADO
2018;janeiro;Clinte 1325;R$ 880;265;FRACIONADO
2018;fevereiro;Clinte 1325;R$ 736;226;FRACIONADO
2018;março;Clinte 1325;R$ 524;78;FRACIONADO
2018;abril;Clinte 1325;R$ 643;100;FRACIONADO
2018;maio;Clinte 1325;R$ 350;90;FRACIONADO
2018;junho;Clinte 1325;R$ 663;150;FRACIONADO
2018;julho;Clinte 1325;R$ 336;60;FRACIONADO
2018;agosto;Clinte 1325;R$ 496;81;FRACIONADO
2018;setembro;Clinte 1325;R$ 410;78;FRACIONADO
2018;outubro;Clinte 1325;R$ 532;112;FRACIONADO
2018;novembro;Clinte 1325;R$ 595;116;FRACIONADO
2018;dezembro;Clinte 1325;R$ 745;149;FRACIONADO
2019;janeiro;Clinte 1325;R$ 336;58;FRACIONADO
2019;fevereiro;Clinte 1325;R$ 626;83;FRACIONADO
2019;março;Clinte 1325;R$ 283;42;FRACIONADO
2019;abril;Clinte 1325;R$ 129;20;FRACIONADO
2019;maio;Clinte 1325;R$ 41;5;FRACIONADO
2019;junho;Clinte 1325;R$ 42;9;FRACIONADO
2019;julho;Clinte 1325;R$ 155;23;FRACIONADO
2019;agosto;Clinte 1325;R$ 77;14;FRACIONADO
2019;setembro;Clinte 1325;R$ 84;13;FRACIONADO
2019;outubro;Clinte 1325;R$ 277;59;FRACIONADO
2019;novembro;Clinte 1325;R$ 381;75;FRACIONADO
2019;dezembro;Clinte 1325;R$ 133;35;FRACIONADO
2018;maio;Clinte 2555;R$ 271;100;FRACIONADO
2018;fevereiro;Clinte 2556;R$ 58;6;FRACIONADO
2018;março;Clinte 2556;R$ 152;41;FRACIONADO
2018;abril;Clinte 2556;R$ 96;17;FRACIONADO
2018;agosto;Clinte 2556;R$ 275;10;FRACIONADO
2018;dezembro;Clinte 2556;R$ 53;13;FRACIONADO
2019;janeiro;Clinte 2556;R$ 750;63;FRACIONADO
2019;maio;Clinte 2557;R$ 105;25;FRACIONADO
2019;outubro;Clinte 2557;R$ 67;6;FRACIONADO
2019;novembro;Clinte 2557;R$ 56;15;FRACIONADO
2019;dezembro;Clinte 2557;R$ 163;40;FRACIONADO
2018;outubro;Clinte 1327;R$ 194;5;FRACIONADO
2018;janeiro;Clinte 1329;R$ 112;60;FRACIONADO
2018;fevereiro;Clinte 1329;R$ 32;10;FRACIONADO
2018;março;Clinte 1329;R$ 62;40;FRACIONADO
2018;abril;Clinte 1329;R$ 61;23;FRACIONADO
2018;maio;Clinte 1329;R$ 94;50;FRACIONADO
2018;junho;Clinte 1329;R$ 107;60;FRACIONADO
2018;julho;Clinte 1329;R$ 121;60;FRACIONADO
2018;agosto;Clinte 1329;R$ 29;8;FRACIONADO
2018;setembro;Clinte 1329;R$ 90;48;FRACIONADO
2018;outubro;Clinte 1329;R$ 59;21;FRACIONADO
2018;novembro;Clinte 1329;R$ 109;44;FRACIONADO
2018;dezembro;Clinte 1329;R$ 111;51;FRACIONADO
2019;janeiro;Clinte 1329;R$ 60;30;FRACIONADO
2019;fevereiro;Clinte 1329;R$ 73;25;FRACIONADO
2019;março;Clinte 1329;R$ 43;10;FRACIONADO
2019;abril;Clinte 1329;R$ 46;15;FRACIONADO
2019;maio;Clinte 1329;R$ 84;21;FRACIONADO
2019;julho;Clinte 1329;R$ 42;11;FRACIONADO
2019;setembro;Clinte 1329;R$ 159;60;FRACIONADO
2019;outubro;Clinte 1329;R$ 44;16;FRACIONADO
2019;novembro;Clinte 1329;R$ 103;37;FRACIONADO
2019;dezembro;Clinte 1329;R$ 43;20;FRACIONADO
2019;setembro;Clinte 2558;R$ 39;25;FRACIONADO
2018;fevereiro;Clinte 1331;R$ 53;5;FRACIONADO
2018;março;Clinte 1331;R$ 127;1;FRACIONADO
2018;abril;Clinte 1331;R$ 117;4;FRACIONADO
2018;maio;Clinte 1331;R$ 58;0;FRACIONADO
2018;junho;Clinte 1331;R$ 155;10;FRACIONADO
2019;janeiro;Clinte 1331;R$ 173;22;FRACIONADO
2019;fevereiro;Clinte 1331;R$ 63;3;FRACIONADO
2019;abril;Clinte 1331;R$ 262;14;FRACIONADO
2019;maio;Clinte 1331;R$ 65;2;FRACIONADO
2019;junho;Clinte 1331;R$ 171;12;FRACIONADO
2019;outubro;Clinte 1331;R$ 150;3;FRACIONADO
2019;outubro;Clinte 1332;R$ 50;8;FRACIONADO
2018;janeiro;Clinte 1334;R$ 482;26;FRACIONADO
2018;fevereiro;Clinte 1334;R$ 805;514;FRACIONADO
2018;março;Clinte 1334;R$ 418;24;FRACIONADO
2018;abril;Clinte 1334;R$ 708;267;FRACIONADO
2018;maio;Clinte 1334;R$ 312;82;FRACIONADO
2018;junho;Clinte 1334;R$ 1.087;593;FRACIONADO
2018;julho;Clinte 1334;R$ 444;66;FRACIONADO
2018;agosto;Clinte 1334;R$ 1.107;294;FRACIONADO
2018;setembro;Clinte 1334;R$ 1.170;385;FRACIONADO
2018;outubro;Clinte 1334;R$ 1.329;324;FRACIONADO
2018;novembro;Clinte 1334;R$ 1.284;358;FRACIONADO
2018;dezembro;Clinte 1334;R$ 1.248;466;FRACIONADO
2019;janeiro;Clinte 1334;R$ 3.383;770;FRACIONADO
2019;fevereiro;Clinte 1334;R$ 1.556;351;FRACIONADO
2019;março;Clinte 1334;R$ 1.828;483;FRACIONADO
2019;abril;Clinte 1334;R$ 2.000;214;FRACIONADO
2019;maio;Clinte 1334;R$ 884;307;FRACIONADO
2019;junho;Clinte 1334;R$ 2.155;1165;FRACIONADO
2019;julho;Clinte 1334;R$ 2.159;680;FRACIONADO
2019;agosto;Clinte 1334;R$ 1.008;223;FRACIONADO
2019;setembro;Clinte 1334;R$ 40;33;FRACIONADO
2019;outubro;Clinte 1334;R$ 115;65;FRACIONADO
2019;novembro;Clinte 1334;R$ 448;615;FRACIONADO
2019;dezembro;Clinte 1334;R$ 233;94;FRACIONADO
2018;janeiro;Clinte 2559;R$ 65;15;FRACIONADO
2018;julho;Clinte 2559;R$ 140;270;FRACIONADO
2018;janeiro;Clinte 2560;R$ 52;1;FRACIONADO
2018;maio;Clinte 2561;R$ 61;1;FRACIONADO
2018;junho;Clinte 2561;R$ 53;2;FRACIONADO
2018;agosto;Clinte 2561;R$ 57;2;FRACIONADO
2018;setembro;Clinte 2561;R$ 80;5;FRACIONADO
2018;janeiro;Clinte 2562;R$ 122;50;FRACIONADO
2018;junho;Clinte 2562;R$ 49;0;FRACIONADO
2018;fevereiro;Clinte 2563;R$ 237;41;FRACIONADO
2018;março;Clinte 2563;R$ 49;2;FRACIONADO
2018;maio;Clinte 2563;R$ 51;1;FRACIONADO
2018;julho;Clinte 2563;R$ 126;40;FRACIONADO
2018;outubro;Clinte 2563;R$ 58;4;FRACIONADO
2019;julho;Clinte 2563;R$ 60;1;FRACIONADO
2019;agosto;Clinte 2563;R$ 50;3;FRACIONADO
2018;janeiro;Clinte 2564;R$ 945;454;FRACIONADO
2018;fevereiro;Clinte 2564;R$ 278;170;FRACIONADO
2018;março;Clinte 2564;R$ 373;188;FRACIONADO
2018;abril;Clinte 2564;R$ 738;400;FRACIONADO
2018;maio;Clinte 2564;R$ 100;50;FRACIONADO
2018;junho;Clinte 2564;R$ 270;160;FRACIONADO
2018;julho;Clinte 2564;R$ 697;428;FRACIONADO
2018;agosto;Clinte 2564;R$ 124;80;FRACIONADO
2018;setembro;Clinte 2564;R$ 491;300;FRACIONADO
2018;outubro;Clinte 2564;R$ 647;450;FRACIONADO
2018;novembro;Clinte 2564;R$ 357;300;FRACIONADO
2018;dezembro;Clinte 2564;R$ 505;300;FRACIONADO
2019;janeiro;Clinte 2564;R$ 113;32;FRACIONADO
2019;fevereiro;Clinte 2564;R$ 867;405;FRACIONADO
2019;março;Clinte 2564;R$ 442;310;FRACIONADO
2019;abril;Clinte 2564;R$ 418;306;FRACIONADO
2019;julho;Clinte 2565;R$ 117;80;FRACIONADO
2018;maio;Clinte 2566;R$ 51;15;FRACIONADO
2019;fevereiro;Clinte 2566;R$ 57;15;FRACIONADO
2018;maio;Clinte 1338;R$ 133;25;FRACIONADO
2019;março;Clinte 1338;R$ 48;5;FRACIONADO
2019;maio;Clinte 1338;R$ 38;10;FRACIONADO
2018;junho;Clinte 2567;R$ 159;61;FRACIONADO
2018;fevereiro;Clinte 1341;R$ 41;43;FRACIONADO
2018;março;Clinte 1341;R$ 405;400;FRACIONADO
2018;abril;Clinte 1341;R$ 115;102;FRACIONADO
2018;maio;Clinte 1341;R$ 182;140;FRACIONADO
2018;junho;Clinte 1341;R$ 30;15;FRACIONADO
2018;julho;Clinte 1341;R$ 30;2;FRACIONADO
2018;setembro;Clinte 1341;R$ 38;47;FRACIONADO
2018;outubro;Clinte 1341;R$ 1.140;1142;FRACIONADO
2018;novembro;Clinte 1341;R$ 1.169;1228;FRACIONADO
2018;dezembro;Clinte 1341;R$ 1.747;1569;FRACIONADO
2019;janeiro;Clinte 1341;R$ 1.751;1421;FRACIONADO
2019;fevereiro;Clinte 1341;R$ 1.147;871;FRACIONADO
2019;março;Clinte 1341;R$ 3.438;4360;FRACIONADO
2019;abril;Clinte 1341;R$ 3.975;4114;FRACIONADO
2019;maio;Clinte 1341;R$ 4.700;4614;FRACIONADO
2019;junho;Clinte 1341;R$ 4.323;4315;FRACIONADO
2019;julho;Clinte 1341;R$ 5.134;4874;FRACIONADO
2019;agosto;Clinte 1341;R$ 3.307;3513;FRACIONADO
2019;setembro;Clinte 1341;R$ 2.937;2539;FRACIONADO
2019;outubro;Clinte 1341;R$ 2.790;2731;FRACIONADO
2019;novembro;Clinte 1341;R$ 3.236;2613;FRACIONADO
2019;dezembro;Clinte 1341;R$ 4.291;5051;FRACIONADO
2018;janeiro;Clinte 1343;R$ 2.672;4489;FRACIONADO
2018;fevereiro;Clinte 1343;R$ 2.695;4281;FRACIONADO
2018;março;Clinte 1343;R$ 2.884;4873;FRACIONADO
2018;abril;Clinte 1343;R$ 2.720;4249;FRACIONADO
2018;maio;Clinte 1343;R$ 1.119;1484;FRACIONADO
2018;junho;Clinte 1343;R$ 2.588;3508;FRACIONADO
2018;julho;Clinte 1343;R$ 1.870;2417;FRACIONADO
2018;agosto;Clinte 1343;R$ 925;1183;FRACIONADO
2018;setembro;Clinte 1343;R$ 2.184;3240;FRACIONADO
2018;outubro;Clinte 1343;R$ 1.563;2020;FRACIONADO
2018;novembro;Clinte 1343;R$ 706;889;FRACIONADO
2018;dezembro;Clinte 1343;R$ 3.981;5060;FRACIONADO
2019;janeiro;Clinte 1343;R$ 17.632;23619;FRACIONADO
2019;fevereiro;Clinte 1343;R$ 5.480;6959;FRACIONADO
2019;março;Clinte 1343;R$ 1.818;2528;FRACIONADO
2019;abril;Clinte 1343;R$ 1.660;2220;FRACIONADO
2019;maio;Clinte 1343;R$ 1.225;1619;FRACIONADO
2019;junho;Clinte 1343;R$ 1.426;1872;FRACIONADO
2019;julho;Clinte 1343;R$ 979;1300;FRACIONADO
2019;agosto;Clinte 1343;R$ 706;853;FRACIONADO
2019;setembro;Clinte 1343;R$ 246;229;FRACIONADO
2019;outubro;Clinte 1343;R$ 301;336;FRACIONADO
2019;novembro;Clinte 1343;R$ 467;667;FRACIONADO
2019;dezembro;Clinte 1343;R$ 819;1301;FRACIONADO
2018;janeiro;Clinte 1344;R$ 7.092;1632;FRACIONADO
2018;fevereiro;Clinte 1344;R$ 3.267;975;FRACIONADO
2018;março;Clinte 1344;R$ 5.571;1501;FRACIONADO
2018;abril;Clinte 1344;R$ 5.523;1311;FRACIONADO
2018;maio;Clinte 1344;R$ 5.213;1393;FRACIONADO
2018;junho;Clinte 1344;R$ 9.933;2067;FRACIONADO
2018;julho;Clinte 1344;R$ 9.022;1446;FRACIONADO
2018;agosto;Clinte 1344;R$ 8.384;1597;FRACIONADO
2018;setembro;Clinte 1344;R$ 12.540;1730;FRACIONADO
2018;outubro;Clinte 1344;R$ 10.963;1936;FRACIONADO
2018;novembro;Clinte 1344;R$ 6.747;1123;FRACIONADO
2018;dezembro;Clinte 1344;R$ 3.984;730;FRACIONADO
2019;janeiro;Clinte 1344;R$ 5.777;1092;FRACIONADO
2019;fevereiro;Clinte 1344;R$ 6.840;1520;FRACIONADO
2019;março;Clinte 1344;R$ 5.705;1263;FRACIONADO
2019;abril;Clinte 1344;R$ 6.202;1421;FRACIONADO
2019;maio;Clinte 1344;R$ 8.040;1720;FRACIONADO
2019;junho;Clinte 1344;R$ 4.942;1645;FRACIONADO
2019;julho;Clinte 1344;R$ 6.023;1848;FRACIONADO
2019;agosto;Clinte 1344;R$ 4.974;1535;FRACIONADO
2019;setembro;Clinte 1344;R$ 5.518;1551;FRACIONADO
2019;outubro;Clinte 1344;R$ 5.633;1752;FRACIONADO
2019;novembro;Clinte 1344;R$ 6.180;1478;FRACIONADO
2019;dezembro;Clinte 1344;R$ 4.479;1165;FRACIONADO
2018;março;Clinte 2568;R$ 73;5;FRACIONADO
2018;janeiro;Clinte 2569;R$ 613;244;FRACIONADO
2018;fevereiro;Clinte 2569;R$ 2.823;2056;FRACIONADO
2018;março;Clinte 2569;R$ 1.238;1016;FRACIONADO
2018;abril;Clinte 2569;R$ 1.408;1014;FRACIONADO
2018;maio;Clinte 2569;R$ 749;116;FRACIONADO
2018;junho;Clinte 2569;R$ 618;255;FRACIONADO
2018;julho;Clinte 2569;R$ 388;61;FRACIONADO
2018;agosto;Clinte 2569;R$ 716;138;FRACIONADO
2018;setembro;Clinte 2569;R$ 385;240;FRACIONADO
2018;dezembro;Clinte 2569;R$ 646;137;FRACIONADO
2019;janeiro;Clinte 2569;R$ 1.211;451;FRACIONADO
2019;fevereiro;Clinte 2569;R$ 1.001;153;FRACIONADO
2019;março;Clinte 2569;R$ 1.403;490;FRACIONADO
2019;abril;Clinte 2569;R$ 475;78;FRACIONADO
2019;setembro;Clinte 2569;R$ 526;116;FRACIONADO
2019;outubro;Clinte 2569;R$ 1.236;425;FRACIONADO
2019;novembro;Clinte 2569;R$ 395;69;FRACIONADO
2019;dezembro;Clinte 2569;R$ 36;0;FRACIONADO
2018;janeiro;Clinte 1345;R$ 377;138;FRACIONADO
2018;fevereiro;Clinte 1345;R$ 416;152;FRACIONADO
2018;março;Clinte 1345;R$ 901;514;FRACIONADO
2018;abril;Clinte 1345;R$ 424;108;FRACIONADO
2018;maio;Clinte 1345;R$ 249;115;FRACIONADO
2018;junho;Clinte 1345;R$ 595;299;FRACIONADO
2018;julho;Clinte 1345;R$ 306;97;FRACIONADO
2018;agosto;Clinte 1345;R$ 267;77;FRACIONADO
2018;setembro;Clinte 1345;R$ 463;199;FRACIONADO
2018;outubro;Clinte 1345;R$ 492;122;FRACIONADO
2018;novembro;Clinte 1345;R$ 298;121;FRACIONADO
2018;dezembro;Clinte 1345;R$ 442;94;FRACIONADO
2019;janeiro;Clinte 1345;R$ 614;127;FRACIONADO
2019;fevereiro;Clinte 1345;R$ 273;71;FRACIONADO
2019;março;Clinte 1345;R$ 388;163;FRACIONADO
2019;abril;Clinte 1345;R$ 738;325;FRACIONADO
2019;maio;Clinte 1345;R$ 434;137;FRACIONADO
2019;junho;Clinte 1345;R$ 578;295;FRACIONADO
2019;julho;Clinte 1345;R$ 215;77;FRACIONADO
2019;agosto;Clinte 1345;R$ 268;116;FRACIONADO
2019;setembro;Clinte 1345;R$ 312;79;FRACIONADO
2019;outubro;Clinte 1345;R$ 325;121;FRACIONADO
2019;novembro;Clinte 1345;R$ 292;99;FRACIONADO
2019;dezembro;Clinte 1345;R$ 467;272;FRACIONADO
2018;janeiro;Clinte 2570;R$ 55;2;FRACIONADO
2018;fevereiro;Clinte 2570;R$ 32;5;FRACIONADO
2018;outubro;Clinte 2570;R$ 73;2;FRACIONADO
2018;janeiro;Clinte 1347;R$ 179;33;FRACIONADO
2018;fevereiro;Clinte 1347;R$ 314;93;FRACIONADO
2018;março;Clinte 1347;R$ 506;151;FRACIONADO
2018;abril;Clinte 1347;R$ 394;106;FRACIONADO
2018;maio;Clinte 1347;R$ 132;60;FRACIONADO
2018;junho;Clinte 1347;R$ 439;114;FRACIONADO
2018;julho;Clinte 1347;R$ 416;193;FRACIONADO
2018;agosto;Clinte 1347;R$ 545;149;FRACIONADO
2018;setembro;Clinte 1347;R$ 282;54;FRACIONADO
2018;outubro;Clinte 1347;R$ 399;106;FRACIONADO
2018;novembro;Clinte 1347;R$ 351;81;FRACIONADO
2018;dezembro;Clinte 1347;R$ 205;61;FRACIONADO
2019;janeiro;Clinte 1347;R$ 119;30;FRACIONADO
2019;fevereiro;Clinte 1347;R$ 384;88;FRACIONADO
2019;março;Clinte 1347;R$ 236;29;FRACIONADO
2019;abril;Clinte 1347;R$ 639;100;FRACIONADO
2019;maio;Clinte 1347;R$ 997;123;FRACIONADO
2019;junho;Clinte 1347;R$ 494;102;FRACIONADO
2019;julho;Clinte 1347;R$ 631;100;FRACIONADO
2019;agosto;Clinte 1347;R$ 275;33;FRACIONADO
2019;setembro;Clinte 1347;R$ 1.034;113;FRACIONADO
2019;outubro;Clinte 1347;R$ 987;293;FRACIONADO
2019;novembro;Clinte 1347;R$ 543;122;FRACIONADO
2019;dezembro;Clinte 1347;R$ 603;88;FRACIONADO
2018;abril;Clinte 1348;R$ 59;5;FRACIONADO
2019;junho;Clinte 1348;R$ 125;7;FRACIONADO
2018;janeiro;Clinte 1349;R$ 39;50;FRACIONADO
2018;julho;Clinte 1349;R$ 238;214;FRACIONADO
2018;agosto;Clinte 1349;R$ 272;268;FRACIONADO
2018;setembro;Clinte 1349;R$ 349;278;FRACIONADO
2018;outubro;Clinte 1349;R$ 343;263;FRACIONADO
2018;novembro;Clinte 1349;R$ 293;287;FRACIONADO
2018;dezembro;Clinte 1349;R$ 358;235;FRACIONADO
2019;janeiro;Clinte 1349;R$ 925;635;FRACIONADO
2019;fevereiro;Clinte 1349;R$ 621;259;FRACIONADO
2019;março;Clinte 1349;R$ 554;648;FRACIONADO
2019;abril;Clinte 1349;R$ 630;827;FRACIONADO
2019;maio;Clinte 1349;R$ 544;460;FRACIONADO
2019;junho;Clinte 1349;R$ 351;412;FRACIONADO
2019;julho;Clinte 1349;R$ 493;526;FRACIONADO
2019;agosto;Clinte 1349;R$ 703;601;FRACIONADO
2019;setembro;Clinte 1349;R$ 513;318;FRACIONADO
2019;outubro;Clinte 1349;R$ 510;458;FRACIONADO
2019;novembro;Clinte 1349;R$ 196;173;FRACIONADO
2019;dezembro;Clinte 1349;R$ 384;395;FRACIONADO
2018;novembro;Clinte 1350;R$ 85;23;FRACIONADO
2019;março;Clinte 1350;R$ 60;1;FRACIONADO
2019;junho;Clinte 1350;R$ 147;6;FRACIONADO
2019;julho;Clinte 1350;R$ 160;21;FRACIONADO
2019;agosto;Clinte 1350;R$ 110;8;FRACIONADO
2019;outubro;Clinte 1350;R$ 74;0;FRACIONADO
2018;fevereiro;Clinte 1351;R$ 84;60;FRACIONADO
2018;janeiro;Clinte 1352;R$ 479;42;FRACIONADO
2018;fevereiro;Clinte 1352;R$ 404;51;FRACIONADO
2018;março;Clinte 1352;R$ 479;49;FRACIONADO
2018;abril;Clinte 1352;R$ 470;101;FRACIONADO
2018;maio;Clinte 1352;R$ 120;20;FRACIONADO
2018;junho;Clinte 1352;R$ 131;124;FRACIONADO
2018;julho;Clinte 1352;R$ 201;27;FRACIONADO
2018;setembro;Clinte 1352;R$ 144;30;FRACIONADO
2018;outubro;Clinte 1352;R$ 313;20;FRACIONADO
2018;novembro;Clinte 1352;R$ 42;14;FRACIONADO
2018;dezembro;Clinte 1352;R$ 53;1;FRACIONADO
2019;janeiro;Clinte 1352;R$ 576;85;FRACIONADO
2019;fevereiro;Clinte 1352;R$ 149;19;FRACIONADO
2019;março;Clinte 1352;R$ 152;35;FRACIONADO
2019;abril;Clinte 1352;R$ 500;139;FRACIONADO
2019;maio;Clinte 1352;R$ 156;73;FRACIONADO
2019;julho;Clinte 1352;R$ 88;11;FRACIONADO
2019;setembro;Clinte 1352;R$ 414;180;FRACIONADO
2019;outubro;Clinte 1352;R$ 42;10;FRACIONADO
2019;novembro;Clinte 1352;R$ 143;51;FRACIONADO
2019;dezembro;Clinte 1352;R$ 137;45;FRACIONADO
2018;janeiro;Clinte 1353;R$ 637;200;FRACIONADO
2018;fevereiro;Clinte 1353;R$ 473;78;FRACIONADO
2018;março;Clinte 1353;R$ 588;147;FRACIONADO
2018;abril;Clinte 1353;R$ 380;107;FRACIONADO
2018;maio;Clinte 1353;R$ 879;440;FRACIONADO
2018;junho;Clinte 1353;R$ 893;309;FRACIONADO
2018;julho;Clinte 1353;R$ 1.106;305;FRACIONADO
2018;agosto;Clinte 1353;R$ 711;163;FRACIONADO
2018;setembro;Clinte 1353;R$ 591;268;FRACIONADO
2018;outubro;Clinte 1353;R$ 743;222;FRACIONADO
2018;novembro;Clinte 1353;R$ 787;311;FRACIONADO
2018;dezembro;Clinte 1353;R$ 253;52;FRACIONADO
2019;janeiro;Clinte 1353;R$ 703;221;FRACIONADO
2019;fevereiro;Clinte 1353;R$ 682;191;FRACIONADO
2019;março;Clinte 1353;R$ 541;118;FRACIONADO
2019;abril;Clinte 1353;R$ 788;421;FRACIONADO
2019;maio;Clinte 1353;R$ 604;155;FRACIONADO
2019;junho;Clinte 1353;R$ 748;184;FRACIONADO
2019;julho;Clinte 1353;R$ 584;123;FRACIONADO
2019;agosto;Clinte 1353;R$ 446;120;FRACIONADO
2019;setembro;Clinte 1353;R$ 386;167;FRACIONADO
2019;outubro;Clinte 1353;R$ 424;140;FRACIONADO
2019;novembro;Clinte 1353;R$ 379;250;FRACIONADO
2019;dezembro;Clinte 1353;R$ 197;99;FRACIONADO
2018;fevereiro;Clinte 2571;R$ 46;5;FRACIONADO
2018;fevereiro;Clinte 1354;R$ 145;38;FRACIONADO
2018;março;Clinte 1354;R$ 122;20;FRACIONADO
2018;abril;Clinte 1354;R$ 119;4;FRACIONADO
2018;maio;Clinte 1354;R$ 88;15;FRACIONADO
2018;julho;Clinte 1354;R$ 46;1;FRACIONADO
2018;setembro;Clinte 1354;R$ 46;2;FRACIONADO
2018;novembro;Clinte 1354;R$ 45;5;FRACIONADO
2019;abril;Clinte 1354;R$ 44;7;FRACIONADO
2019;junho;Clinte 1354;R$ 108;36;FRACIONADO
2019;agosto;Clinte 1354;R$ 74;1;FRACIONADO
2019;setembro;Clinte 1354;R$ 45;9;FRACIONADO
2019;outubro;Clinte 1354;R$ 176;70;FRACIONADO
2019;novembro;Clinte 1354;R$ 129;38;FRACIONADO
2019;dezembro;Clinte 1354;R$ 200;61;FRACIONADO
2018;janeiro;Clinte 1355;R$ 77;30;FRACIONADO
2019;dezembro;Clinte 1355;R$ 32;21;FRACIONADO
2018;janeiro;Clinte 1356;R$ 163;8;FRACIONADO
2018;fevereiro;Clinte 1356;R$ 156;61;FRACIONADO
2018;março;Clinte 1356;R$ 27;1;FRACIONADO
2018;abril;Clinte 1356;R$ 28;1;FRACIONADO
2018;maio;Clinte 1356;R$ 27;3;FRACIONADO
2018;junho;Clinte 1356;R$ 42;9;FRACIONADO
2018;julho;Clinte 1356;R$ 28;5;FRACIONADO
2018;agosto;Clinte 1356;R$ 32;10;FRACIONADO
2018;setembro;Clinte 1356;R$ 27;3;FRACIONADO
2018;outubro;Clinte 1356;R$ 114;71;FRACIONADO
2018;novembro;Clinte 1356;R$ 112;121;FRACIONADO
2018;dezembro;Clinte 1356;R$ 63;21;FRACIONADO
2019;janeiro;Clinte 1356;R$ 131;15;FRACIONADO
2019;fevereiro;Clinte 1356;R$ 146;14;FRACIONADO
2019;março;Clinte 1356;R$ 123;94;FRACIONADO
2019;abril;Clinte 1356;R$ 88;29;FRACIONADO
2019;maio;Clinte 1356;R$ 203;16;FRACIONADO
2019;junho;Clinte 1356;R$ 88;6;FRACIONADO
2019;julho;Clinte 1356;R$ 213;8;FRACIONADO
2019;agosto;Clinte 1356;R$ 210;35;FRACIONADO
2019;setembro;Clinte 1356;R$ 475;122;FRACIONADO
2019;outubro;Clinte 1356;R$ 332;28;FRACIONADO
2019;novembro;Clinte 1356;R$ 244;27;FRACIONADO
2019;dezembro;Clinte 1356;R$ 38;1;FRACIONADO
2018;janeiro;Clinte 1357;R$ 642;217;FRACIONADO
2018;fevereiro;Clinte 1357;R$ 520;173;FRACIONADO
2018;março;Clinte 1357;R$ 412;226;FRACIONADO
2018;abril;Clinte 1357;R$ 481;75;FRACIONADO
2018;maio;Clinte 1357;R$ 576;295;FRACIONADO
2018;junho;Clinte 1357;R$ 830;422;FRACIONADO
2018;julho;Clinte 1357;R$ 456;68;FRACIONADO
2018;agosto;Clinte 1357;R$ 877;180;FRACIONADO
2018;setembro;Clinte 1357;R$ 461;97;FRACIONADO
2018;outubro;Clinte 1357;R$ 475;50;FRACIONADO
2018;novembro;Clinte 1357;R$ 826;131;FRACIONADO
2018;dezembro;Clinte 1357;R$ 264;55;FRACIONADO
2019;janeiro;Clinte 1357;R$ 451;72;FRACIONADO
2019;fevereiro;Clinte 1357;R$ 358;46;FRACIONADO
2019;março;Clinte 1357;R$ 352;91;FRACIONADO
2019;abril;Clinte 1357;R$ 72;2;FRACIONADO
2019;maio;Clinte 1357;R$ 316;9;FRACIONADO
2019;junho;Clinte 1357;R$ 367;20;FRACIONADO
2019;julho;Clinte 1357;R$ 138;34;FRACIONADO
2019;agosto;Clinte 1357;R$ 168;29;FRACIONADO
2019;setembro;Clinte 1357;R$ 300;13;FRACIONADO
2019;outubro;Clinte 1357;R$ 407;71;FRACIONADO
2019;novembro;Clinte 1357;R$ 284;77;FRACIONADO
2019;dezembro;Clinte 1357;R$ 473;46;FRACIONADO
2018;janeiro;Clinte 1358;R$ 315;40;FRACIONADO
2018;fevereiro;Clinte 1358;R$ 179;33;FRACIONADO
2018;março;Clinte 1358;R$ 601;100;FRACIONADO
2018;abril;Clinte 1358;R$ 407;69;FRACIONADO
